#LAMMPS data file for cubic lattice with middle particle bonds

471 atoms
2014 bonds
1 atom types
2 bond types
-27.0 27.0 xlo xhi
-27.0 27.0 ylo yhi
-2.0 2.0 zlo zhi

Masses

1 1.0

Bond Coeffs

1 0.1 1
2 0.1 0.8660254037844386

Atoms

1 1 -10.0 0.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
2 1 -9.5 0.5 0.0 0 0.01 0.0 0 0 0 0.0 0
3 1 -10.0 0.0 0.5 0 0.01 0.0 0 0 0 0.0 0
4 1 -9.0 0.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
5 1 -8.5 0.5 0.0 0 0.01 0.0 0 0 0 0.0 0
6 1 -9.0 0.0 0.5 0 0.01 0.0 0 0 0 0.0 0
7 1 -9.0 1.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
8 1 -8.5 1.5 0.0 0 0.01 0.0 0 0 0 0.0 0
9 1 -9.0 1.0 0.5 0 0.01 0.0 0 0 0 0.0 0
10 1 -9.0 2.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
11 1 -8.5 2.5 0.0 0 0.01 0.0 0 0 0 0.0 0
12 1 -9.0 2.0 0.5 0 0.01 0.0 0 0 0 0.0 0
13 1 -8.0 0.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
14 1 -7.5 0.5 0.0 0 0.01 0.0 0 0 0 0.0 0
15 1 -8.0 0.0 0.5 0 0.01 0.0 0 0 0 0.0 0
16 1 -8.0 1.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
17 1 -7.5 1.5 0.0 0 0.01 0.0 0 0 0 0.0 0
18 1 -8.0 1.0 0.5 0 0.01 0.0 0 0 0 0.0 0
19 1 -8.0 2.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
20 1 -7.5 2.5 0.0 0 0.01 0.0 0 0 0 0.0 0
21 1 -8.0 2.0 0.5 0 0.01 0.0 0 0 0 0.0 0
22 1 -8.0 3.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
23 1 -7.5 3.5 0.0 0 0.01 0.0 0 0 0 0.0 0
24 1 -8.0 3.0 0.5 0 0.01 0.0 0 0 0 0.0 0
25 1 -7.0 0.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
26 1 -6.5 0.5 0.0 0 0.01 0.0 0 0 0 0.0 0
27 1 -7.0 0.0 0.5 0 0.01 0.0 0 0 0 0.0 0
28 1 -7.0 1.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
29 1 -6.5 1.5 0.0 0 0.01 0.0 0 0 0 0.0 0
30 1 -7.0 1.0 0.5 0 0.01 0.0 0 0 0 0.0 0
31 1 -7.0 2.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
32 1 -6.5 2.5 0.0 0 0.01 0.0 0 0 0 0.0 0
33 1 -7.0 2.0 0.5 0 0.01 0.0 0 0 0 0.0 0
34 1 -7.0 3.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
35 1 -6.5 3.5 0.0 0 0.01 0.0 0 0 0 0.0 0
36 1 -7.0 3.0 0.5 0 0.01 0.0 0 0 0 0.0 0
37 1 -7.0 4.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
38 1 -6.5 4.5 0.0 0 0.01 0.0 0 0 0 0.0 0
39 1 -7.0 4.0 0.5 0 0.01 0.0 0 0 0 0.0 0
40 1 -5.5 -5.5 0.0 0 0.01 0.0 0 0 0 0.0 0
41 1 -5.5 -4.5 0.0 0 0.01 0.0 0 0 0 0.0 0
42 1 -6.0 -4.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
43 1 -5.5 -3.5 0.0 0 0.01 0.0 0 0 0 0.0 0
44 1 -6.0 -4.0 0.5 0 0.01 0.0 0 0 0 0.0 0
45 1 -6.0 -3.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
46 1 -5.5 -2.5 0.0 0 0.01 0.0 0 0 0 0.0 0
47 1 -6.0 -3.0 0.5 0 0.01 0.0 0 0 0 0.0 0
48 1 -6.0 -2.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
49 1 -5.5 -1.5 0.0 0 0.01 0.0 0 0 0 0.0 0
50 1 -6.0 -2.0 0.5 0 0.01 0.0 0 0 0 0.0 0
51 1 -6.0 -1.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
52 1 -5.5 -0.5 0.0 0 0.01 0.0 0 0 0 0.0 0
53 1 -6.0 -1.0 0.5 0 0.01 0.0 0 0 0 0.0 0
54 1 -6.0 0.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
55 1 -5.5 0.5 0.0 0 0.01 0.0 0 0 0 0.0 0
56 1 -6.0 0.0 0.5 0 0.01 0.0 0 0 0 0.0 0
57 1 -6.0 1.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
58 1 -5.5 1.5 0.0 0 0.01 0.0 0 0 0 0.0 0
59 1 -6.0 1.0 0.5 0 0.01 0.0 0 0 0 0.0 0
60 1 -6.0 2.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
61 1 -5.5 2.5 0.0 0 0.01 0.0 0 0 0 0.0 0
62 1 -6.0 2.0 0.5 0 0.01 0.0 0 0 0 0.0 0
63 1 -6.0 3.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
64 1 -5.5 3.5 0.0 0 0.01 0.0 0 0 0 0.0 0
65 1 -6.0 3.0 0.5 0 0.01 0.0 0 0 0 0.0 0
66 1 -6.0 4.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
67 1 -5.5 4.5 0.0 0 0.01 0.0 0 0 0 0.0 0
68 1 -6.0 4.0 0.5 0 0.01 0.0 0 0 0 0.0 0
69 1 -6.0 5.0 -0.5 0 0.01 0.0 0 0 0 0.0 0
70 1 -5.5 5.5 0.0 0 0.01 0.0 0 0 0 0.0 0
71 1 -6.0 5.0 0.5 0 0.01 0.0 0 0 0 0.0 0
72 1 -4.5 -6.5 0.0 0 0.01 0.0 0 0 0 0.0 0
